Vaccine/Exemption,Dose,Geography Type,Geography,School Year,Estimate (%),Population Size,Percent Surveyed,Footnotes,Number of Exemptions,Survey Type
Exemption,Medical Exemption,States,Kansas,2013-14,0.8,41107,,,213,Census
Exemption,Non-Medical Exemption,States,Kansas,2015-16,1.4,39555,,†,554,Census
Exemption,Non-Medical Exemption,States,Kansas,2013-14,1.9,41107,,†,527,Census
Exemption,Non-Medical Exemption,States,Kansas,2014-15,1.1,39685,,†,454,Census
Exemption,Non-Medical Exemption,States,Kansas,2009-10,0.8,39073,,†,304,Census
Exemption,Non-Medical Exemption,States,Kansas,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,Kansas,2011-12,0.9,38402,,†,364,Census
Exemption,Non-Medical Exemption,States,Kansas,2012-13,0.9,40738,,†,363,Census
Exemption,Non-Medical Exemption,States,Kansas,2016-17,1.5,38298,,†,569,Census
Exemption,Any Exemption,States,Kansas,2010-11,NA,,,,,NA
Exemption,Any Exemption,States,Kansas,2009-10,1,39073,,†,393,Census
Exemption,Non-Medical Exemption,States,Kansas,2021-22,2.1,36526,79.4,†,750,Census
Exemption,Non-Medical Exemption,States,Kansas,2017-18,1.4,38484,,†,544,Stratified 2-stage cluster sample
Exemption,Non-Medical Exemption,States,Kansas,2018-19,1.8,37838,,†,688,Stratified 2-stage cluster sample
Exemption,Non-Medical Exemption,States,Kansas,2020-21,1.8,34687,32.7,†,613,Stratified 2-stage cluster sample
Exemption,Non-Medical Exemption,States,Kansas,2019-20,1.9,37865,,†,705,Stratified 2-stage cluster sample
Exemption,Any Exemption,States,Kansas,2012-13,1.1,40738,,†,436,Census
Exemption,Any Exemption,States,Kansas,2013-14,2.6,41107,,†,739,Census
Exemption,Any Exemption,States,Kansas,2014-15,1.4,39685,,†,569,Census
Exemption,Any Exemption,States,Kansas,2015-16,1.6,39555,,†,651,Census
Exemption,Any Exemption,States,Kansas,2011-12,1.3,38402,,†,494,Census
Polio,,States,Kansas,2011-12,96.9,38402,52.7,†,,Stratified 1-stage sample  (Public);  Census (Private)
Polio,,States,Kansas,2010-11,NA,,,,,NA
Polio,,States,Kansas,2009-10,97.9,39073,39.1,†,,Stratified 1-stage sample  (Public);  Census (Private)
Hepatitis B,,States,Kansas,2021-22,96,36526,29.5,†. ‡. §,,Stratified 1-stage cluster sample
Hepatitis B,,States,Kansas,2020-21,95.2,34687,32.7,†.‡.§,,Stratified 2-stage cluster sample
Hepatitis B,,States,Kansas,2018-19,96.7,37838,23.1,†.‡.§,,Stratified 2-stage cluster sample
Hepatitis B,,States,Kansas,2019-20,97.2,37865,34.3,†.‡.§,,Stratified 2-stage cluster sample
MMR,,States,Kansas,2015-16,89.4,39555,21,†.‡.§,,Stratified 2-stage cluster sample
MMR,,States,Kansas,2014-15,89.2,39685,24.5,†.‡,,Stratified 2-stage cluster sample
MMR,,States,Kansas,2013-14,86.9,41107,29,†. ‡,,Stratified 1-stage sample  (Public);  Census (Private)
MMR,,States,Kansas,2012-13,90,40738,31.8,†. ‡,,Stratified 1-stage sample  (Public);  Census (Private)
MMR,,States,Kansas,2011-12,88.2,38402,52.7,†,,Stratified 1-stage sample  (Public);  Census (Private)
MMR,,States,Kansas,2010-11,NA,,,,,NA
MMR,,States,Kansas,2009-10,90.9,39073,39.1,†,,Stratified 1-stage sample  (Public);  Census (Private)
"DTP, DTaP, or DT",,States,Kansas,2015-16,89.4,39555,21,†.‡.§,,Stratified 2-stage cluster sample
"DTP, DTaP, or DT",,States,Kansas,2014-15,89.6,39685,24.5,†.‡,,Stratified 2-stage cluster sample
"DTP, DTaP, or DT",,States,Kansas,2016-17,88.7,38298,22.9,†.‡.§,,Stratified 2-stage cluster sample
"DTP, DTaP, or DT",,States,Kansas,2013-14,87.6,41107,29,†. ‡,,Stratified 1-stage sample  (Public);  Census (Private)
"DTP, DTaP, or DT",,States,Kansas,2012-13,88.9,40738,31.8,†. ‡,,Stratified 1-stage sample  (Public);  Census (Private)
"DTP, DTaP, or DT",,States,Kansas,2011-12,88,38402,52.7,†,,Stratified 1-stage sample  (Public);  Census (Private)
"DTP, DTaP, or DT",,States,Kansas,2010-11,NA,,,,,NA
MMR,,States,Kansas,2019-20,90,37865,34.3,†.‡.§,,Stratified 2-stage cluster sample
MMR,,States,Kansas,2020-21,92.6,34687,32.7,†.‡.§,,Stratified 2-stage cluster sample
MMR,,States,Kansas,2017-18,89.1,38484,23.1,†.‡.§,,Stratified 2-stage cluster sample
MMR,,States,Kansas,2018-19,90.8,37838,23.1,†.‡.§,,Stratified 2-stage cluster sample
"DTP, DTaP, or DT",,States,Kansas,2009-10,97.1,39073,39.1,†,,Stratified 1-stage sample  (Public).  Census (Private)
MMR,,States,Kansas,2021-22,91,36526,29.5,†. ‡. §,,Stratified 1-stage cluster sample
MMR,,States,Kansas,2023-24,90.4,34178,37.1,†. ‡. §,,Stratified 1-stage cluster sample
"DTP, DTaP, or DT",,States,Kansas,2023-24,90.1,34178,37.1,†. ‡. §,,Stratified 1-stage cluster sample
Varicella,1 Dose (unknown disease history),States,Kansas,2023-24,NReq,34178,37.1,†. ‡. §,,Stratified 1-stage cluster sample
Varicella,2 Doses (unknown disease history),States,Kansas,2023-24,89.5,34178,37.1,†. ‡. §,,Stratified 1-stage cluster sample
Hepatitis B,,States,Kansas,2023-24,96.1,34178,37.1,†. ‡. §,,Stratified 1-stage cluster sample
Polio,,States,Kansas,2023-24,91.6,34178,37.1,†. ‡. §,,Stratified 1-stage cluster sample
MMR (PAC),MMR (PAC),States,Kansas,2017-18,98.3,,,,,
MMR (PAC),MMR (PAC),States,Kansas,2018-19,97.9,,,,,
MMR (PAC),MMR (PAC),States,Kansas,2019-20,97.9,,,,,
MMR (PAC),MMR (PAC),States,Kansas,2020-21,98,,,,,
MMR (PAC),MMR (PAC),States,Kansas,2021-22,97.7,,,,,
MMR (PAC),MMR (PAC),States,Kansas,2022-23,97.1,,,,,
Exemption,Non-Medical Exemption,States,Kansas,2023-24,2.7,34178,83.9,†,937,Census
Exemption,Medical Exemption,States,Kansas,2023-24,0.3,34178,83.9,†,87,Census
Exemption,Any Exemption,States,Kansas,2023-24,3,34178,83.9,†,1024,Census
Varicella,UTD (unknown disease history),States,Kansas,2023-24,89.5,34178,37.1,†. ‡. §,,Stratified 1-stage cluster sample
MMR (PAC),MMR (PAC),States,Kansas,2023-24,97,,,,,
Varicella,2 Doses (unknown disease history),States,Kansas,2009-10,85.3,39073,39.1,†,,Stratified 1-stage sample  (Public);  Census (Private)
Varicella,1 Dose (unknown disease history),States,Kansas,2021-22,NReq,36526,29.5,†. ‡. §,,Stratified 1-stage cluster sample
Varicella,2 Doses (unknown disease history),States,Kansas,2015-16,87.9,39555,21,†.‡.§,,Stratified 2-stage cluster sample
Varicella,2 Doses (unknown disease history),States,Kansas,2014-15,88.9,39685,24.5,†.‡,,Stratified 2-stage cluster sample
Varicella,2 Doses (unknown disease history),States,Kansas,2013-14,85.5,41107,29,†. ‡,,Stratified 1-stage sample (Public); Census (Private)
Varicella,2 Doses (unknown disease history),States,Kansas,2012-13,88.4,40738,31.8,†. ‡,,Stratified 1-stage sample  (Public);  Census (Private)
Varicella,2 Doses (unknown disease history),States,Kansas,2011-12,85.9,38402,52.7,†,,Stratified 1-stage sample  (Public);  Census (Private)
Varicella,2 Doses (unknown disease history),States,Kansas,2010-11,NA,,,,,NA
"DTP, DTaP, or DT",,States,Kansas,2019-20,89.7,37865,34.3,†.‡.§,,Stratified 2-stage cluster sample
"DTP, DTaP, or DT",,States,Kansas,2018-19,91,37838,23.1,†.‡.§,,Stratified 2-stage cluster sample
"DTP, DTaP, or DT",,States,Kansas,2021-22,90,36526,29.5,†. ‡. §,,Stratified 1-stage cluster sample
"DTP, DTaP, or DT",,States,Kansas,2020-21,90.8,34687,32.7,†.‡.§,,Stratified 2-stage cluster sample
"DTP, DTaP, or DT",,States,Kansas,2017-18,89.5,38484,23.1,†.‡.§,,Stratified 2-stage cluster sample
Varicella,1 Dose (unknown disease history),States,Kansas,2012-13,NA,40738,31.8,†. ‡,,Stratified 1-stage sample  (Public);  Census (Private)
Varicella,1 Dose (unknown disease history),States,Kansas,2014-15,NA,39685,24.5,†.‡,,Stratified 2-stage cluster sample
Varicella,1 Dose (unknown disease history),States,Kansas,2013-14,NA,41107,29,†. ‡,,Stratified 1-stage sample (Public); Census (Private)
Varicella,1 Dose (unknown disease history),States,Kansas,2019-20,NReq,37865,34.3,†.‡.§,,Stratified 2-stage cluster sample
Varicella,1 Dose (unknown disease history),States,Kansas,2020-21,NReq,34687,32.7,†.‡.§,,Stratified 2-stage cluster sample
Varicella,1 Dose (unknown disease history),States,Kansas,2015-16,NA,39555,21,†.‡.§,,Stratified 2-stage cluster sample
Hepatitis B,,States,Kansas,2015-16,96.8,39555,21,†.‡.§,,Stratified 2-stage cluster sample
Hepatitis B,,States,Kansas,2014-15,97.6,39685,24.5,†.‡,,Stratified 2-stage cluster sample
Hepatitis B,,States,Kansas,2016-17,96.7,38298,22.9,†.‡.§,,Stratified 2-stage cluster sample
Hepatitis B,,States,Kansas,2017-18,96.4,38484,23.1,†.‡.§,,Stratified 2-stage cluster sample
Hepatitis B,,States,Kansas,2013-14,95.3,41107,29,†. ‡,,Stratified 1-stage sample  (Public);  Census (Private)
Hepatitis B,,States,Kansas,2012-13,88.1,40738,31.8,†. ‡,,Stratified 1-stage sample  (Public);  Census (Private)
Hepatitis B,,States,Kansas,2010-11,NA,,,,,NA
Hepatitis B,,States,Kansas,2011-12,95.8,38402,52.7,†,,Stratified 1-stage sample  (Public);  Census (Private)
Varicella,1 Dose (unknown disease history),States,Kansas,2010-11,NA,,,,,NA
Varicella,1 Dose (unknown disease history),States,Kansas,2009-10,NA,39073,39.1,†,,Stratified 1-stage sample  (Public);  Census (Private)
Hepatitis B,,States,Kansas,2009-10,97,39073,39.1,†,,Stratified 1-stage sample  (Public);  Census (Private)
Varicella,2 Doses (unknown disease history),States,Kansas,2021-22,90.2,36526,29.5,†. ‡. §,,Stratified 1-stage cluster sample
Varicella,2 Doses (unknown disease history),States,Kansas,2016-17,88.8,38298,22.9,†.‡.§,,Stratified 2-stage cluster sample
Varicella,2 Doses (unknown disease history),States,Kansas,2018-19,89.2,37838,23.1,†.‡.§,,Stratified 2-stage cluster sample
Varicella,2 Doses (unknown disease history),States,Kansas,2017-18,88.3,38484,23.1,†.‡.§,,Stratified 2-stage cluster sample
Varicella,2 Doses (unknown disease history),States,Kansas,2019-20,89.1,37865,34.3,†.‡.§,,Stratified 2-stage cluster sample
Varicella,2 Doses (unknown disease history),States,Kansas,2020-21,91.8,34687,32.7,†.‡.§,,Stratified 2-stage cluster sample
Varicella,1 Dose (unknown disease history),States,Kansas,2011-12,NA,38402,52.7,†,,Stratified 1-stage sample  (Public);  Census (Private)
MMR,,States,Kansas,2022-23,91.6,35543,30.8,†. ‡. §,,Stratified 1-stage cluster sample
Exemption,Any Exemption,States,Kansas,2021-22,2.3,36526,79.4,†,830,Census
Varicella,UTD (unknown disease history),States,Kansas,2020-21,91.8,34687,32.7,†.‡.§,,Stratified 2-stage cluster sample
Varicella,UTD (unknown disease history),States,Kansas,2021-22,90.4,36526,29.5,†. ‡. §,,Stratified 1-stage cluster sample
"DTP, DTaP, or DT",,States,Kansas,2022-23,90.5,35543,30.8,†. ‡. §,,Stratified 1-stage cluster sample
Varicella,1 Dose (unknown disease history),States,Kansas,2022-23,NReq,35543,30.8,†. ‡. §,,Stratified 1-stage cluster sample
Hepatitis B,,States,Kansas,2022-23,96.3,35543,30.8,†. ‡. §,,Stratified 1-stage cluster sample
Varicella,2 Doses (unknown disease history),States,Kansas,2022-23,90.8,35543,30.8,†. ‡. §,,Stratified 1-stage cluster sample
Exemption,Non-Medical Exemption,States,Kansas,2022-23,2.6,35543,85,†,926,Census
Exemption,Medical Exemption,States,Kansas,2022-23,0.3,35543,85,†,116,Census
Exemption,Any Exemption,States,Kansas,2022-23,2.9,35543,85,†,1041,Census
Polio,,States,Kansas,2022-23,92.2,35543,30.8,†. ‡. §,,Stratified 1-stage cluster sample
Varicella,UTD (unknown disease history),States,Kansas,2022-23,90.8,35543,30.8,†. ‡. §,,Stratified 1-stage cluster sample
Varicella,UTD (unknown disease history),States,Maryland,2020-21,87.3,65764,75.6,‡,,Voluntary response
Varicella,UTD (unknown disease history),States,Maryland,2021-22,92.7,53866,98.4,‡,,Census
Exemption,Any Exemption,States,Maryland,2021-22,1.5,53866,98.4,†,801,Census
Exemption,Any Exemption,States,Maryland,2019-20,1.4,72443,,†,991,Census (public). voluntary response (private)
Exemption,Any Exemption,States,Maryland,2020-21,0.9,65764,75.6,†,610,Census (public). voluntary response (private)
Exemption,Non-Medical Exemption,States,Maryland,2016-17,0.9,71467,,†,628,Census
Exemption,Any Exemption,States,Maryland,2011-12,0.9,72957,,†,454,Voluntary Response
Exemption,Any Exemption,States,Maryland,2012-13,1,75007,,†,731,Voluntary Response
Exemption,Any Exemption,States,Maryland,2013-14,1,75659,,†,758,Census
Exemption,Any Exemption,States,Maryland,2014-15,1.2,75391,,†,907,Census (public); Voluntary response (private)
Exemption,Any Exemption,States,Maryland,2015-16,1.3,72012,,†,949,Census (public); Voluntary response (private)
Exemption,Any Exemption,States,Maryland,2010-11,NA,,,,,NA
Exemption,Any Exemption,States,Maryland,2009-10,0.8,75061,,†,629,Voluntary response
Exemption,Non-Medical Exemption,States,Maryland,2021-22,1,53866,98.4,†,543,Census
Exemption,Non-Medical Exemption,States,Maryland,2017-18,0.9,68528,,†,614,Census
Exemption,Non-Medical Exemption,States,Maryland,2018-19,1.1,71431,,†,772,Census
Exemption,Non-Medical Exemption,States,Maryland,2020-21,0.8,65764,75.6,†,501,Census (public). voluntary response (private)
Exemption,Non-Medical Exemption,States,Maryland,2019-20,1,72443,,†,718,Census (public). voluntary response (private)
Exemption,Any Exemption,States,Maryland,2016-17,1.4,71467,,†,1019,Census
Exemption,Any Exemption,States,Maryland,2017-18,1.5,68528,,†,1005,Census
Exemption,Any Exemption,States,Maryland,2018-19,1.5,71431,,†,1071,Census
Exemption,Medical Exemption,States,Maryland,2014-15,0.4,75391,,,336,Census (public); Voluntary response (private)
Exemption,Medical Exemption,States,Maryland,2015-16,0.5,72012,,,348,Census (public); Voluntary response (private)
Exemption,Medical Exemption,States,Maryland,2016-17,0.5,71467,,,391,Census
Exemption,Medical Exemption,States,Maryland,2017-18,0.6,68528,,,390,Census
Exemption,Medical Exemption,States,Maryland,2019-20,0.4,72443,,†,273,Census (public). voluntary response (private)
Exemption,Medical Exemption,States,Maryland,2018-19,0.4,71431,,†,299,Census
Exemption,Medical Exemption,States,Maryland,2020-21,0.2,65764,75.6,†,109,Census (public). voluntary response (private)
Polio,,States,Maryland,2020-21,90.1,65764,75.6,‡,,Voluntary response
Polio,,States,Maryland,2021-22,94.8,53866,98.4,‡,,Census
Exemption,Medical Exemption,States,Maryland,2009-10,0.3,75061,,,236,Voluntary response
Exemption,Medical Exemption,States,Maryland,2010-11,NA,,,,,NA
Exemption,Medical Exemption,States,Maryland,2011-12,0.3,72957,,,161,Voluntary Response
Exemption,Medical Exemption,States,Maryland,2012-13,0.3,75007,,,237,Voluntary Response
Exemption,Medical Exemption,States,Maryland,2013-14,0.3,75659,,,244,Census
MMR,,States,Maryland,2019-20,97.9,72443,98.3,‡,,Census (public). voluntary response (private)
MMR,,States,Maryland,2020-21,87.6,65764,75.6,‡,,Voluntary response
MMR,,States,Maryland,2017-18,97.4,68528,98.5,‡,,Census
MMR,,States,Maryland,2018-19,97.4,71431,100,‡,,Census
"DTP, DTaP, or DT",,States,Maryland,2009-10,99.6,75061,75,,,Voluntary response
MMR,,States,Maryland,2021-22,93.9,53866,98.4,‡,,Census
MMR,,States,Maryland,2016-17,97.9,71467,98.1,‡,,Census
Polio,,States,Maryland,2019-20,98.4,72443,98.3,‡,,Census (public). voluntary response (private)
Polio,,States,Maryland,2018-19,97.9,71431,100,‡,,Census
Polio,,States,Maryland,2016-17,98.5,71467,98.1,‡,,Census
Polio,,States,Maryland,2017-18,98.1,68528,98.5,‡,,Census
Polio,,States,Maryland,2015-16,99.8,72012,94.3,‡,,Census (public); Voluntary response (private)
Polio,,States,Maryland,2014-15,99.7,75391,90.2,‡,,Census (public); Voluntary response (private)
Polio,,States,Maryland,2013-14,99.2,75659,96.9,‡,,Census
Polio,,States,Maryland,2012-13,99.6,75007,84.3,‡,,Voluntary Response
Varicella,1 Dose (unknown disease history),States,Maryland,2011-12,99.7,72957,67.2,,,Voluntary Response
"DTP, DTaP, or DT",,States,Maryland,2017-18,97.9,68528,98.5,‡,,Census
"DTP, DTaP, or DT",,States,Maryland,2019-20,98.2,72443,98.3,‡,,Census (public). voluntary response (private)
"DTP, DTaP, or DT",,States,Maryland,2018-19,97.7,71431,100,‡,,Census
"DTP, DTaP, or DT",,States,Maryland,2021-22,88.6,53866,98.4,‡,,Census
"DTP, DTaP, or DT",,States,Maryland,2020-21,89.7,65764,75.6,‡,,Voluntary response
Varicella,1 Dose (unknown disease history),States,Maryland,2010-11,NA,,,,,NA
Varicella,1 Dose (unknown disease history),States,Maryland,2009-10,99.5,75061,75,,,Voluntary response
Varicella,2 Doses (unknown disease history),States,Maryland,2009-10,NReq,75061,75,,,Voluntary response
Varicella,1 Dose (unknown disease history),States,Maryland,2021-22,NReq,53866,98.4,‡,,Census
Varicella,2 Doses (unknown disease history),States,Maryland,2015-16,99.2,72012,94.3,‡,,Census (public); Voluntary response (private)
Varicella,2 Doses (unknown disease history),States,Maryland,2014-15,98.8,75391,90.2,‡,,Census (public); Voluntary response (private)
Varicella,2 Doses (unknown disease history),States,Maryland,2013-14,NReq,75659,96.9,‡,,Census
Varicella,2 Doses (unknown disease history),States,Maryland,2012-13,NReq,75007,84.3,‡,,Voluntary Response
Varicella,2 Doses (unknown disease history),States,Maryland,2011-12,NReq,72957,67.2,,,Voluntary Response
Varicella,2 Doses (unknown disease history),States,Maryland,2010-11,NA,,,,,NA
MMR,,States,Maryland,2023-24,96.6,63224,100,>=. *. ‡,,Census
"DTP, DTaP, or DT",,States,Maryland,2023-24,96.8,63224,100,>=. *. ‡,,Census
Varicella,1 Dose (unknown disease history),States,Maryland,2023-24,NReq,63224,100,>=. *. ‡,,Census
Varicella,2 Doses (unknown disease history),States,Maryland,2023-24,96.2,63224,100,>=. *. ‡,,Census
Hepatitis B,,States,Maryland,2023-24,96.9,63224,100,>=. *. ‡,,Census
Polio,,States,Maryland,2023-24,97,63224,100,>=. *. ‡,,Census
MMR (PAC),MMR (PAC),States,Maryland,2017-18,98.5,,,,,
MMR (PAC),MMR (PAC),States,Maryland,2018-19,98.5,,,,,
MMR (PAC),MMR (PAC),States,Maryland,2019-20,98.6,,,,,
MMR (PAC),MMR (PAC),States,Maryland,2020-21,99.1,,,,,
MMR (PAC),MMR (PAC),States,Maryland,2021-22,98.5,,,,,
MMR (PAC),MMR (PAC),States,Maryland,2022-23,98.1,,,,,
Exemption,Non-Medical Exemption,States,Maryland,2023-24,1.5,63224,100,†,942,Census
Exemption,Medical Exemption,States,Maryland,2023-24,0.7,63224,100,†,451,Census
Exemption,Any Exemption,States,Maryland,2023-24,2.2,63224,100,†,1393,Census
Varicella,UTD (unknown disease history),States,Maryland,2023-24,96.2,63224,100,>=. *. ‡,,Census
MMR (PAC),MMR (PAC),States,Maryland,2023-24,97.8,,,,,
Varicella,1 Dose (unknown disease history),States,Maryland,2012-13,99.6,75007,84.3,‡,,Voluntary Response
Varicella,1 Dose (unknown disease history),States,Maryland,2014-15,NA,75391,90.2,‡,,Census (public); Voluntary response (private)
Varicella,1 Dose (unknown disease history),States,Maryland,2013-14,99,75659,96.9,‡,,Census
Varicella,1 Dose (unknown disease history),States,Maryland,2019-20,NReq,72443,98.3,‡,,Census (public). voluntary response (private)
Varicella,1 Dose (unknown disease history),States,Maryland,2020-21,NReq,65764,75.6,‡,,Voluntary response
Varicella,1 Dose (unknown disease history),States,Maryland,2015-16,NA,72012,94.3,‡,,Census (public); Voluntary response (private)
Hepatitis B,,States,Maryland,2015-16,99.6,72012,94.3,‡,,Census (public); Voluntary response (private)
Hepatitis B,,States,Maryland,2014-15,99.5,75391,90.2,‡,,Census (public); Voluntary response (private)
Hepatitis B,,States,Maryland,2016-17,98.1,71467,98.1,‡,,Census
Hepatitis B,,States,Maryland,2017-18,97.9,68528,98.5,‡,,Census
Hepatitis B,,States,Maryland,2013-14,99,75659,96.9,‡,,Census
Hepatitis B,,States,Maryland,2012-13,99.4,75007,84.3,‡,,Voluntary Response
Hepatitis B,,States,Maryland,2010-11,NA,,,,,NA
Hepatitis B,,States,Maryland,2011-12,99.6,72957,67.2,,,Voluntary Response
Varicella,2 Doses (unknown disease history),States,Maryland,2016-17,97.6,71467,98.1,‡,,Census
Varicella,2 Doses (unknown disease history),States,Maryland,2019-20,97.5,72443,98.3,‡,,Census (public). voluntary response (private)
Varicella,2 Doses (unknown disease history),States,Maryland,2020-21,87.3,65764,75.6,‡,,Voluntary response
Varicella,2 Doses (unknown disease history),States,Maryland,2017-18,97.5,68528,98.5,‡,,Census
Varicella,2 Doses (unknown disease history),States,Maryland,2018-19,97.1,71431,100,‡,,Census
Polio,,States,Maryland,2011-12,99.7,72957,67.2,,,Voluntary Response
Polio,,States,Maryland,2010-11,NA,,,,,NA
Polio,,States,Maryland,2009-10,99.8,75061,75,,,Voluntary response
Hepatitis B,,States,Maryland,2021-22,93.9,53866,98.4,‡,,Census
Hepatitis B,,States,Maryland,2020-21,89.5,65764,75.6,‡,,Voluntary response
Hepatitis B,,States,Maryland,2019-20,98.3,72443,98.3,‡,,Census (public). voluntary response (private)
Hepatitis B,,States,Maryland,2018-19,97.7,71431,100,‡,,Census
Hepatitis B,,States,Maryland,2009-10,99.7,75061,75,,,Voluntary response
Varicella,2 Doses (unknown disease history),States,Maryland,2021-22,92.7,53866,98.4,‡,,Census
MMR,,States,Maryland,2015-16,99.4,72012,94.3,‡,,Census (public); Voluntary response (private)
MMR,,States,Maryland,2014-15,99.1,75391,90.2,‡,,Census (public); Voluntary response (private)
MMR,,States,Maryland,2013-14,97.6,75659,96.9,‡,,Census
MMR,,States,Maryland,2012-13,98.2,75007,84.3,‡,,Voluntary Response
MMR,,States,Maryland,2011-12,98.7,72957,67.2,,,Voluntary Response
MMR,,States,Maryland,2010-11,NA,,,,,NA
MMR,,States,Maryland,2009-10,98.9,75061,75,,,Voluntary response
"DTP, DTaP, or DT",,States,Maryland,2013-14,99,75659,96.9,‡,,Census
"DTP, DTaP, or DT",,States,Maryland,2012-13,99.4,75007,84.3,‡,,Voluntary Response
"DTP, DTaP, or DT",,States,Maryland,2011-12,99.6,72957,67.2,,,Voluntary Response
"DTP, DTaP, or DT",,States,Maryland,2010-11,NA,,,,,NA
"DTP, DTaP, or DT",,States,Maryland,2015-16,99.6,72012,94.3,‡,,Census (public); Voluntary response (private)
"DTP, DTaP, or DT",,States,Maryland,2014-15,99.6,75391,90.2,‡,,Census (public); Voluntary response (private)
"DTP, DTaP, or DT",,States,Maryland,2016-17,98.2,71467,98.1,‡,,Census
Exemption,Medical Exemption,States,Maryland,2021-22,0.5,53866,98.4,†,258,Census
Exemption,Non-Medical Exemption,States,Maryland,2009-10,0.5,75061,,†,393,Voluntary response
Exemption,Non-Medical Exemption,States,Maryland,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,Maryland,2011-12,0.6,72957,,†,293,Voluntary Response
Exemption,Non-Medical Exemption,States,Maryland,2012-13,0.7,75007,,†,494,Voluntary Response
Exemption,Non-Medical Exemption,States,Maryland,2015-16,0.8,72012,,†,601,Census (public); Voluntary response (private)
Exemption,Non-Medical Exemption,States,Maryland,2013-14,0.7,75659,,†,513,Census
Exemption,Non-Medical Exemption,States,Maryland,2014-15,0.8,75391,,†,571,Census (public); Voluntary response (private)
Exemption,Non-Medical Exemption,States,Louisiana,2013-14,0.7,63976,,,422,Census
Exemption,Non-Medical Exemption,States,Louisiana,2014-15,0.6,60377,,,339,Census
MMR,,States,Louisiana,2023-24,92.4,51839,100,*,,Census
"DTP, DTaP, or DT",,States,Louisiana,2023-24,90.5,51839,100,*,,Census
Varicella,1 Dose (unknown disease history),States,Louisiana,2023-24,NReq,51839,100,*,,Census
Varicella,2 Doses (unknown disease history),States,Louisiana,2023-24,90.9,51839,100,*,,Census
Hepatitis B,,States,Louisiana,2023-24,95.9,51839,100,*,,Census
Polio,,States,Louisiana,2023-24,95,51839,100,*,,Census
MMR (PAC),MMR (PAC),States,Louisiana,2017-18,98.9,,,,,
MMR (PAC),MMR (PAC),States,Louisiana,2018-19,98.8,,,,,
MMR (PAC),MMR (PAC),States,Louisiana,2019-20,98.5,,,,,
MMR (PAC),MMR (PAC),States,Louisiana,2020-21,98.9,,,,,
MMR (PAC),MMR (PAC),States,Louisiana,2021-22,98.9,,,,,
MMR (PAC),MMR (PAC),States,Louisiana,2022-23,97.7,,,,,
Exemption,Non-Medical Exemption,States,Louisiana,2023-24,2.7,51839,100,,1406,Census
