Vaccine/Exemption,Dose,Geography Type,Geography,School Year,Estimate (%),Population Size,Percent Surveyed,Footnotes,Number of Exemptions,Survey Type
Exemption,Any Exemption,States,Illinois,2020-21,NR,NULL,NULL,†,NULL,Not Conducted
Exemption,Any Exemption,States,West Virginia,2020-21,NR,NULL,NULL,†.‡.‡‡,NULL,Not Conducted
Exemption,Any Exemption,States,Idaho,2020-21,8.2,22677,98.3,||,1861,Census
Exemption,Any Exemption,States,Arizona,2020-21,5.5,76382,93.4,‡,4211,Census (public). voluntary response (private)
Exemption,Any Exemption,States,Oregon,2020-21,5.4,39568,100,||,2118,Census
Exemption,Any Exemption,States,Wisconsin,2020-21,5.2,63486,84.5,NULL,3294,Voluntary response
Exemption,Any Exemption,States,Utah,2020-21,5.1,46247,100,NULL,2366,Census
Exemption,Any Exemption,States,Maine,2020-21,4.5,13477,85,NULL,612,Voluntary response (public). census (private)
Exemption,Any Exemption,States,Nevada,2020-21,4.4,34171,94.7,†,1511,Census (public). voluntary response (private)
Exemption,Any Exemption,States,Washington,2022-23,4,86284,97.9,NULL,3471,Census
Exemption,Any Exemption,States,South Carolina,2022-23,4.1,58878,100,†,2419,Census
Exemption,Any Exemption,States,South Dakota,2022-23,4.1,12081,100,†,499,Census
Exemption,Any Exemption,States,Colorado,2022-23,4.3,65576,97.2,>=. §. ||,2818,Census
Exemption,Any Exemption,States,Hawaii,2020-21,3.7,13074,93,†,484,Census
Exemption,Any Exemption,States,Minnesota,2020-21,2.8,66007,95.2,>=. §. ‡,1879,Census
Exemption,Any Exemption,States,New Hampshire,2020-21,2.8,10242,57,†,287,Voluntary response
Exemption,Any Exemption,States,Pennsylvania,2020-21,2.7,129307,95,NULL,3530,Census (public). voluntary response (private)
Exemption,Any Exemption,States,Connecticut,2020-21,2.6,34396,100,†,886,Census
Exemption,Any Exemption,States,Missouri,2020-21,2.5,63093,100,>=. †.§,1585,Census
Exemption,Any Exemption,States,Ohio,2020-21,2.5,128535,91.1,||,3275,Census (public). voluntary response (private)
Exemption,Any Exemption,States,Georgia,2020-21,2.9,83191,100,†,2419,Census
Exemption,Any Exemption,States,Wyoming,2020-21,3,6923,100,†,205,Census
Exemption,Any Exemption,States,Florida,2020-21,3.1,207026,100,†,6425,Census
Exemption,Any Exemption,States,Vermont,2020-21,3.2,5535,100,†,176,Census
Exemption,Any Exemption,States,Washington,2020-21,3.3,74931,100,NULL,2503,Census
Exemption,Any Exemption,States,South Dakota,2020-21,3.4,11512,99.9,†,389,Census
Exemption,Any Exemption,States,Montana,2020-21,3.5,11279,100,†,400,Census
Exemption,Any Exemption,States,Delaware,2020-21,2.4,10587,9.2,†,256,Stratified 2-stage cluster sample
Exemption,Any Exemption,States,Oklahoma,2020-21,2.4,52656,90,NULL,1275,Census (public). voluntary response (private)
Exemption,Any Exemption,States,South Carolina,2020-21,2.4,56330,26.5,†,1380,Stratified 1-stage cluster sample
Exemption,Any Exemption,States,Texas,2020-21,2.3,377840,98.9,||,8817,Census
Exemption,Any Exemption,States,Iowa,2020-21,2.2,39141,100,†,867,Census
Exemption,Any Exemption,States,New Jersey,2020-21,2.2,100144,100,†,2248,Census
Exemption,Any Exemption,States,Arkansas,2021-22,2.5,39358,96.3,NULL,1000,"Census (pub.), vol. response (pvt.)"
Exemption,Any Exemption,States,Idaho,2021-22,9.8,23854,99.6,||,2335,Census
Exemption,Any Exemption,States,Utah,2021-22,7.4,48995,100,NULL,3606,Census
Exemption,Any Exemption,States,Oregon,2021-22,7,41538,100,||,2895,Census
Exemption,Any Exemption,States,Arizona,2021-22,6.8,83463,97,‡,5707,Census
Exemption,Any Exemption,States,Wisconsin,2021-22,6.3,64275,96.8,NULL,4071,"Census (pub.), vol. response (pvt.)"
Exemption,Any Exemption,States,North Dakota,2021-22,5.3,10755,96.6,NULL,573,Census
Exemption,Any Exemption,States,Nevada,2021-22,4.8,36855,99.2,†,1779,"Census (pub.), vol. response (pvt.)"
Exemption,Any Exemption,States,Georgia,2021-22,4.7,118742,100,†,5582,Census
Exemption,Any Exemption,States,Alaska,2021-22,4.6,9790,76.2,†. ‡‡,446,"Vol. response (pub.), not conducted (pvt.)"
Exemption,Any Exemption,States,Michigan,2021-22,4.5,114251,100,NULL,5191,Census
Exemption,Any Exemption,States,Wyoming,2021-22,3.9,7382,100,†,289,Census
Exemption,Any Exemption,States,Florida,2021-22,3.9,229432,97.8,†,8944,Census
Exemption,Any Exemption,States,Pennsylvania,2021-22,3.3,139558,94.9,NULL,4644,"Census (pub.), vol. response (pvt.)"
Exemption,Any Exemption,States,Vermont,2021-22,3.3,6126,100,†,202,Census
Exemption,Any Exemption,States,Arizona,2023-24,8.5,74834,99.6,‡,6383,Census
Exemption,Any Exemption,States,Wisconsin,2023-24,7.7,62028,98.2,||||. ¶¶,4788,Census
Exemption,Any Exemption,States,Nevada,2023-24,7.1,31261,91.3,†,2213,Census
Exemption,Any Exemption,States,North Dakota,2023-24,6.5,9708,97.5,NULL,630,Census
Exemption,Any Exemption,States,Oklahoma,2023-24,5.7,49979,93.8,NULL,2867,"Census (pub.), vol. response (prv.)"
Exemption,Any Exemption,States,New Hampshire,2021-22,3.4,12157,100,†,419,Census
Exemption,Any Exemption,States,South Carolina,2021-22,3.4,58276,100,†,1994,Census
Exemption,Any Exemption,States,Hawaii,2021-22,3.4,13368,6.7,†,449,Stratified 2-stage cluster sample
Exemption,Any Exemption,States,South Dakota,2021-22,3.5,12251,100,†,434,Census
Exemption,Any Exemption,States,Oklahoma,2021-22,3.5,54042,84.3,NULL,1865,Vol. response
Exemption,Any Exemption,States,Minnesota,2021-22,3.7,69403,98.7,>=. §. ||,2598,Census
Exemption,Any Exemption,States,Washington,2021-22,3.7,87256,97.3,NULL,3200,"Census (pub.), vol. response (pvt.)"
Exemption,Any Exemption,States,New Jersey,2021-22,2.6,104240,100,†,2730,Census
Exemption,Any Exemption,States,New York,2021-22,0.1,195377,99.3,†. ‡,241,Census
Exemption,Any Exemption,States,NY-City of New York,2021-22,0.1,82938,99.8,†. ‡,47,Census
Exemption,Any Exemption,States,Mississippi,2021-22,0.1,36524,100,†. ‡,52,Census
Exemption,Any Exemption,States,West Virginia,2021-22,0.1,18070,85.5,†. ‡,17,Vol. response
Exemption,Any Exemption,States,California,2021-22,0.2,512144,98.4,†. ‡,948,Census
Exemption,Any Exemption,States,District of Columbia,2021-22,0.5,8959,100,†,46,Census
Exemption,Any Exemption,States,Massachusetts,2021-22,1,65582,100,†,688,Census
Exemption,Any Exemption,States,Louisiana,2021-22,1.1,66518,100,NULL,753,Census
Exemption,Any Exemption,States,Rhode Island,2021-22,1.2,11002,96.9,†,129,Census
Exemption,Any Exemption,States,Montana,2019-20,4.3,12501,NULL,†,535,Census
Exemption,Any Exemption,States,Michigan,2019-20,4.4,120565,NULL,NULL,5320,Census
Exemption,Any Exemption,States,Washington,2019-20,4.6,87757,91.9,NULL,NULL,Census
Exemption,Any Exemption,States,Colorado,2019-20,4.9,69088,NULL,§,3376,Census
Exemption,Any Exemption,States,New Mexico,2022-23,1.5,21068,100,†,319,Census
Exemption,Any Exemption,States,Rhode Island,2022-23,1.5,10532,96.5,†,154,Census
Exemption,Any Exemption,States,Kentucky,2022-23,1.7,54742,96.9,†,958,Census
Exemption,Any Exemption,States,Maryland,2022-23,1.9,59684,100,†,1143,Census
Exemption,Any Exemption,States,Alabama,2022-23,2,59113,100,†,1180,Census
Exemption,Any Exemption,States,Nebraska,2022-23,2.6,23176,100,†,601,Census
Exemption,Any Exemption,States,Indiana,2022-23,2.8,81307,87.5,†,2246,"Vol. response (pub.), census (pvt.)"
Exemption,Any Exemption,States,Kansas,2022-23,2.9,35543,85,†,1041,Census
Exemption,Any Exemption,States,Iowa,2022-23,3,39178,100,†,1173,Census
Exemption,Any Exemption,States,Arkansas,2022-23,3.1,38358,95.8,NULL,1182,"Census (pub.), vol. response (pvt.)"
Exemption,Any Exemption,States,Tennessee,2022-23,3.2,79692,100,†,2529,Census
Exemption,Any Exemption,States,Georgia,2022-23,3.8,123771,100,†,4683,Census
Exemption,Any Exemption,States,Ohio,2022-23,3.8,134893,93.7,||,5127,"Census (pub.), vol. response (pvt.)"
Exemption,Any Exemption,States,Pennsylvania,2022-23,3.8,137259,97.2,NULL,5220,"Census (pub.), vol. response (pvt.)"
Exemption,Any Exemption,States,Virginia,2022-23,2.2,93271,99.1,†,2055,Census
Exemption,Any Exemption,States,TX-City of Houston,2022-23,2.3,37664,98.8,||,871,"Census (pub.), vol. response (pvt.)"
Exemption,Any Exemption,States,Louisiana,2022-23,2.3,54314,100,NULL,1227,Census
Exemption,Any Exemption,States,North Carolina,2022-23,2.4,125679,83.1,†,3011,Vol. response
Exemption,Any Exemption,States,Florida,2022-23,4.5,230309,97.7,†,10326,Census
Exemption,Any Exemption,States,Minnesota,2022-23,4.5,68152,97.9,>=. §. ||,3048,Census
Exemption,Any Exemption,States,Oklahoma,2022-23,4.7,52548,89.5,NULL,2466,"Census (pub.), vol. response (pvt.)"
Exemption,Any Exemption,States,Wyoming,2022-23,4.8,7060,100,†,339,Census
Exemption,Any Exemption,States,North Dakota,2022-23,5.1,10554,99.4,NULL,542,Census
Exemption,Any Exemption,States,Michigan,2022-23,5.4,113678,100,NULL,6180,Census
Exemption,Any Exemption,States,Nevada,2022-23,5.6,34333,89.1,†,1912,"Vol. response (pub.), census (pvt.)"
Exemption,Any Exemption,States,Alaska,2022-23,5.7,9650,88.8,†. ‡‡,550,"Vol. response (pub.), not conducted (pvt.)"
Exemption,Any Exemption,States,Hawaii,2022-23,6.4,13195,8.1,†,846,Stratified 2-stage cluster sample
Exemption,Any Exemption,States,Wisconsin,2022-23,7.2,63593,93.9,NULL,4583,"Census (pub.), vol. response (pvt.)"
Exemption,Any Exemption,States,Virginia,2020-21,1.5,88273,2,†,1288,Stratified 2-stage cluster sample
Exemption,Any Exemption,States,Alabama,2020-21,1.3,56974,100,†,719,Census
Exemption,Any Exemption,States,TX-City of Houston,2020-21,1.3,39627,94.9,||,499,Census (public). voluntary response (private)
Exemption,Any Exemption,States,Louisiana,2020-21,1.1,61912,100,NULL,664,Census
Exemption,Any Exemption,States,Massachusetts,2020-21,1.1,60724,100,†,693,Census
Exemption,Any Exemption,States,Rhode Island,2020-21,1,10402,93,†,108,Census
Exemption,Any Exemption,States,Kentucky,2020-21,1,59233,86.4,†,569,Census (public). voluntary response (private)
Exemption,Any Exemption,States,New Mexico,2020-21,0.9,20589,100,†,189,Census
Exemption,Any Exemption,States,Kansas,2021-22,2.3,36526,79.4,†,830,Census
Exemption,Any Exemption,States,Connecticut,2021-22,2.3,35451,100,†,829,Census
Exemption,Any Exemption,States,Indiana,2021-22,2.4,83198,75.1,†,1980,Vol. response
Exemption,Any Exemption,States,Iowa,2021-22,2.4,40111,100,†,962,Census
Exemption,Any Exemption,States,Tennessee,2021-22,2.4,79120,100,†,1927,Census
Exemption,Any Exemption,States,Nebraska,2021-22,2.5,25018,99.5,†,628,Census
Exemption,Any Exemption,States,Kansas,2023-24,3,34178,83.9,†,1024,Census
Exemption,Any Exemption,States,Rhode Island,2023-24,1.7,10539,97.8,†,175,Census
Exemption,Any Exemption,States,Maryland,2023-24,2.2,63224,100,†,1393,Census
Exemption,Any Exemption,States,Alabama,2023-24,2.2,54565,100,†,1188,Census
Exemption,Any Exemption,States,Kentucky,2023-24,2.3,52609,100,†,1184,Census
Exemption,Any Exemption,States,District of Columbia,2023-24,2.3,7874,100,†,181,Census
Exemption,Any Exemption,States,Virginia,2023-24,2.4,92633,100,†,2204,Stratified 2-stage cluster sample
Exemption,Any Exemption,States,Indiana,2023-24,2.4,80639,88.5,†,1974,"Census (pub.), vol. response (prv.)"
Exemption,Any Exemption,States,Idaho,2023-24,14.3,22376,100,||,3192,Census
Exemption,Any Exemption,States,Alaska,2023-24,9.5,8644,88.9,†. ‡‡,821,"Census (pub.), not conducted (prv.)"
Exemption,Any Exemption,States,Utah,2023-24,9.3,46228,100,NULL,4311,Census
Exemption,Any Exemption,States,Oregon,2023-24,8.9,39568,100,||,3532,Census
Exemption,Any Exemption,States,Utah,2024-25,10.3,45818,100,NULL,4729,Census
Exemption,Any Exemption,States,Idaho,2024-25,15.4,22242,99.5,||,3427,Census
Exemption,Any Exemption,States,Pennsylvania,2024-25,6,140160,95.3,NULL,8343,"Census (pub.), vol. response (prv.)"
Exemption,Any Exemption,States,Wyoming,2024-25,5.9,6564,100,†,386,Census
Exemption,Any Exemption,States,Delaware,2021-22,1.2,11181,9.5,†,143,Stratified 2-stage cluster sample
Exemption,Any Exemption,States,Kentucky,2021-22,1.3,59233,91.5,†,774,Census
Exemption,Any Exemption,States,New Mexico,2021-22,1.4,20736,100,†,280,Census
Exemption,Any Exemption,States,Maryland,2021-22,1.5,53866,98.4,†,801,Census
Exemption,Any Exemption,States,TX-City of Houston,2021-22,1.5,40123,99.3,||,619,Census
Exemption,Any Exemption,States,Alabama,2021-22,1.7,60332,100,†,1005,Census
Exemption,Any Exemption,States,Illinois,2021-22,1.7,137699,100,>=. †. §,2400,Census
Exemption,Any Exemption,States,Maine,2021-22,1.8,12881,91.6,NULL,232,Census
Exemption,Any Exemption,States,Virginia,2021-22,1.8,95996,96.1,†,1638,Census
Exemption,Any Exemption,States,North Carolina,2021-22,1.9,118191,78.5,†,2210,Vol. response
Exemption,Any Exemption,States,Missouri,2022-23,3.8,69126,100,>=. †. §,2656,Census
Exemption,Any Exemption,States,Vermont,2022-23,3.6,5816,100,†,208,Census
Exemption,Any Exemption,States,Texas,2022-23,3.5,381680,98,||,13281,Census
Exemption,Any Exemption,States,New Hampshire,2022-23,3.4,11332,100,†,382,Census
Exemption,Any Exemption,States,New Jersey,2022-23,3.2,104468,100,†,3314,Census
Exemption,Any Exemption,States,West Virginia,2022-23,0,19175,86.1,<. †. ‡,7,"Vol. response (pub.), census (pvt.)"
Exemption,Any Exemption,States,New York,2022-23,0.1,205906,96.6,†. ‡,247,"Census (pub.), vol. response (pvt.)"
Exemption,Any Exemption,States,NY-City of New York,2022-23,0.1,85379,97.6,†. ‡,63,"Census (pub.), vol. response (pvt.)"
Exemption,Any Exemption,States,California,2022-23,0.2,541132,100,†. ‡,1036,Census
Exemption,Any Exemption,States,Mississippi,2022-23,0.2,36048,100,†. ‡,71,Census
Exemption,Any Exemption,States,Connecticut,2022-23,0.8,35580,100,†,297,Census
Exemption,Any Exemption,States,Maine,2022-23,0.9,12403,93.9,NULL,113,Census
Exemption,Any Exemption,States,District of Columbia,2022-23,1.3,8064,100,†,101,Census
Exemption,Any Exemption,States,Massachusetts,2022-23,1.4,66041,100,†,925,Census
Exemption,Any Exemption,States,Illinois,2024-25,2.8,132769,99.5,>=. †. §,3776,Census
Exemption,Any Exemption,States,District of Columbia,2024-25,2.7,7997,100,†,217,Census
Exemption,Any Exemption,States,Virginia,2024-25,2.7,91453,98,†,2433,Census
Exemption,Any Exemption,States,Delaware,2024-25,2.6,10393,14.2,†,275,"2-stage cluster sample (pub.), nonrandom 2-stage cluster sample (prv.)"
Exemption,Any Exemption,States,Indiana,2024-25,2.6,73744,92.7,†. ||||,1937,"Census (pub.), vol. response (prv.)"
Exemption,Any Exemption,States,TX-City of Houston,2024-25,2.5,36981,98.8,||,909,"Census (pub.), vol. response (prv.)"
Exemption,Any Exemption,States,Arizona,2022-23,7.4,80814,97.7,‡,6009,Census
Exemption,Any Exemption,States,Utah,2022-23,8.1,46635,100,NULL,3786,Census
Exemption,Any Exemption,States,Oregon,2022-23,8.2,40963,100,||,3358,Census
Exemption,Any Exemption,States,Idaho,2022-23,12.1,23721,99.3,||,2859,Census
Exemption,Any Exemption,States,Delaware,2022-23,2.1,10674,9.7,†,250,Stratified 2-stage cluster sample
Exemption,Any Exemption,States,Illinois,2022-23,2.1,135332,100,>=. †. §,2829,Census
Exemption,Any Exemption,States,Nevada,2025-26,8.7,32815,93.6,�,2856,"Census (pub.), vol. response (prv.)"
Exemption,Any Exemption,States,Alaska,2025-26,8.6,8253,60.9,�. ��,711,"Vol. response (public), not conducted (private)"
Exemption,Any Exemption,States,Wisconsin,2025-26,8.2,59360,96.6,||||. ��,4893,"Census (pub.), vol. response (prv.)"
Exemption,Any Exemption,States,North Dakota,2025-26,8.1,9344,98.6,NULL,760,Census
Exemption,Any Exemption,States,New Mexico,2023-24,1.6,20699,100,†,329,Census
Exemption,Any Exemption,States,Massachusetts,2023-24,1.4,65424,100,†,939,Census
Exemption,Any Exemption,States,Maine,2023-24,1,12087,93,NULL,119,Census
Exemption,Any Exemption,States,Mississippi,2023-24,0.7,36105,100,†,238,Census
Exemption,Any Exemption,States,Connecticut,2023-24,0.5,36184,100,†,179,Census
Exemption,Any Exemption,States,California,2023-24,0.1,569680,100,†. ‡,648,Census
Exemption,Any Exemption,States,New York,2023-24,0.1,200894,98.8,†. ‡,255,Census
Exemption,Any Exemption,States,NY-City of New York,2023-24,0.1,85360,99.3,†. ‡,61,Census
Exemption,Any Exemption,States,West Virginia,2023-24,0.1,18261,82.8,<. †. ‡,7,Vol. response
Exemption,Any Exemption,States,New Hampshire,2023-24,4.1,11871,100,†,492,Census
Exemption,Any Exemption,States,Vermont,2023-24,4,5630,100,†,227,Census
Exemption,Any Exemption,States,New Jersey,2023-24,3.9,105408,100,†,4071,Census
Exemption,Any Exemption,States,Texas,2023-24,3.9,381421,92.4,||,14727,"Census (pub.), vol. response (prv.)"
Exemption,Any Exemption,States,Tennessee,2023-24,3.6,79323,95.8,†,2829,Census
Exemption,Any Exemption,States,Georgia,2023-24,3.6,136943,100,†,4954,Census
Exemption,Any Exemption,States,Arkansas,2023-24,3.5,37535,95.4,NULL,1299,"Census (pub.), vol. response (prv.)"
Exemption,Any Exemption,States,Nebraska,2023-24,3.5,23118,100,†,813,Census
Exemption,Any Exemption,States,Iowa,2023-24,3.4,38611,100,†,1307,Census
Exemption,Any Exemption,States,Colorado,2023-24,4.2,61662,100,>=. §. ||,2584,Census
Exemption,Any Exemption,States,Delaware,2023-24,2.5,11043,12.1,†,274,Stratified 2-stage cluster sample
Exemption,Any Exemption,States,Illinois,2023-24,2.5,133578,100,>=. †. §,3405,Census
Exemption,Any Exemption,States,TX-City of Houston,2023-24,2.7,37882,67.7,||,1008,Vol. response
Exemption,Any Exemption,States,Louisiana,2023-24,2.8,51839,100,NULL,1462,Census
Exemption,Any Exemption,States,North Carolina,2023-24,2.9,125964,90.8,†,3636,"Census (pub.), vol. response (prv.)"
Exemption,Any Exemption,States,Hawaii,2023-24,5.3,13995,8.2,†,745,Stratified 2-stage cluster sample
Exemption,Any Exemption,States,Pennsylvania,2023-24,5,137593,96.5,NULL,6877,Census
Exemption,Any Exemption,States,Washington,2023-24,4.8,84053,97.2,||||. ¶¶,4025,Census
Exemption,Any Exemption,States,Florida,2023-24,4.8,228213,100,†,11031,Census
Exemption,Any Exemption,States,Missouri,2023-24,4.7,69014,100,>=. †. §,3245,Census
Exemption,Any Exemption,States,South Carolina,2023-24,4.4,58069,100,†,2556,Census
Exemption,Any Exemption,States,Ohio,2023-24,4.2,133716,94,||,5642,"Census (pub.), vol. response (prv.)"
Exemption,Any Exemption,States,Wisconsin,2024-25,7.6,61120,95.7,||||. ¶¶,4641,"Census (pub.), vol. response (prv.)"
Exemption,Any Exemption,States,Arizona,2024-25,9.1,75024,97.4,‡,6852,Census
Exemption,Any Exemption,States,Alaska,2024-25,9.4,7338,99.8,†. ‡‡,686,"Census (pub.), not conducted (prv.)"
Exemption,Any Exemption,States,Oregon,2024-25,9.8,38247,100,||,3746,Census
MMR (PAC),MMR (PAC),States,Wyoming,2024-25,94.5,6564,100,NULL,NULL,Census
MMR (PAC),MMR (PAC),States,West Virginia,2025-26,99.9,15445,93.3,NULL,NULL,Census
MMR (PAC),MMR (PAC),States,Connecticut,2025-26,99.5,33118,100,NULL,NULL,Census
Exemption,Any Exemption,States,Minnesota,2024-25,5.9,64898,99.7,>=. §. ||,3852,Census
Exemption,Any Exemption,States,Oklahoma,2024-25,5.7,47544,86.7,NULL,2709,Vol. response
Exemption,Any Exemption,States,Hawaii,2024-25,5.6,13804,10.5,NULL,765,Stratified 2-stage cluster sample
Exemption,Any Exemption,States,Missouri,2024-25,5.2,68163,100,>=. †. §,3551,Census
Exemption,Any Exemption,States,Florida,2024-25,5.1,221053,100,†,11287,Census
Exemption,Any Exemption,States,Washington,2024-25,4.8,76756,97.9,||||. ¶¶,3654,Census
Exemption,Any Exemption,States,Georgia,2024-25,4.8,114568,100,†,5535,Census
Exemption,Any Exemption,States,New Jersey,2024-25,4.7,104339,100,†,4930,Census
Exemption,Any Exemption,States,Ohio,2024-25,4.7,131589,93.2,||,6129,"Census (pub.), vol. response (prv.)"
Exemption,Any Exemption,States,South Carolina,2024-25,4.6,57718,100,†,2681,Census
Exemption,Any Exemption,States,Texas,2024-25,4.3,378860,97.3,||,16417,"Census (pub.), vol. response (prv.)"
Exemption,Any Exemption,States,Colorado,2024-25,4.2,60055,100,>=. §. ||,2545,Census
Exemption,Any Exemption,States,Kansas,2024-25,3.6,33892,81.6,†,1219,Census
Exemption,Any Exemption,States,California,2024-25,0.1,590849,100,†. ‡,492,Census
Exemption,Any Exemption,States,NY-City of New York,2024-25,0.1,85986,96.9,†. ‡,62,"Census (pub.), vol. response (prv.)"
Exemption,Any Exemption,States,New York,2024-25,0.1,234054,85.1,NULL,632,Vol. response
Exemption,Any Exemption,States,Connecticut,2024-25,0.4,30112,100,†,126,Census
Exemption,Any Exemption,States,Maine,2024-25,0.8,11761,95.4,†. ‡,97,Census
Exemption,Any Exemption,States,Nevada,2024-25,7.1,33272,92.6,†,2376,"Census (pub.), vol. response (prv.)"
Exemption,Any Exemption,States,North Dakota,2024-25,7,9659,98.8,NULL,672,Census
Exemption,Any Exemption,States,Michigan,2024-25,6.8,107636,100,NULL,7306,Census
Exemption,Any Exemption,States,South Dakota,2024-25,6.8,11367,99.3,†,768,Census
Exemption,Any Exemption,States,Arkansas,2024-25,3.6,37570,96.4,NULL,1337,"Census (pub.), vol. response (prv.)"
Exemption,Any Exemption,States,North Carolina,2024-25,3.2,124028,91,†,3948,"Census (pub.), vol. response (prv.)"
Exemption,Any Exemption,States,Louisiana,2024-25,3.1,49229,100,NULL,1519,Census
Exemption,Any Exemption,States,Connecticut,2025-26,0.5,33118,100,�,173,Census
Exemption,Any Exemption,States,California,2025-26,0.1,614405,100,�. �,558,Census
Exemption,Any Exemption,States,West Virginia,2025-26,0.1,15445,93.3,<. �. �. ��,6,Census
Exemption,Any Exemption,States,New York,2025-26,0.1,203514,95.8,�. �,272,"Census (pub.), vol. response (prv.)"
Exemption,Any Exemption,States,NY-City of New York,2025-26,0.1,82534,98.1,�. �,85,Census
Exemption,Any Exemption,States,Colorado,2025-26,4.7,60049,100,>=. �. ||,2814,Census
Exemption,Any Exemption,States,Idaho,2025-26,17.5,21728,100,||,3796,Census
Exemption,Any Exemption,States,Utah,2025-26,12.7,44001,100,NULL,5574,Census
Exemption,Any Exemption,States,Oregon,2025-26,11,37309,100,||,4095,Census
Exemption,Any Exemption,States,Arizona,2025-26,10.6,73907,92.5,�,7800,"Census (pub.), vol. response (prv.)"
Exemption,Non-Medical Exemption,States,Louisiana,2018-19,1.1,56203,NULL,NULL,618,Census
Exemption,Non-Medical Exemption,States,Rhode Island,2018-19,1.1,10964,NULL,†,123,Census
Exemption,Non-Medical Exemption,States,New York,2018-19,1.1,220495,NULL,†,2447,Census
Exemption,Any Exemption,States,Michigan,2025-26,7.7,104614,100,NULL,8050,Census
Exemption,Any Exemption,States,Oklahoma,2025-26,7.4,47844,90.7,NULL,3547,"Census (pub.), vol. response (prv.)"
Exemption,Any Exemption,States,Wyoming,2025-26,7.2,6146,100,�,443,Census
Exemption,Any Exemption,States,South Dakota,2025-26,6.9,11009,100,�,758,Census
Exemption,Any Exemption,States,Minnesota,2025-26,6.9,63451,99.9,>=. �. ||,4404,Census
Exemption,Any Exemption,States,New Hampshire,2025-26,5.4,11544,100,�,620,Census
Exemption,Any Exemption,States,Washington,2025-26,5.3,75631,99.1,||||. ��,3988,Census
Exemption,Any Exemption,States,Texas,2025-26,5.2,358586,98.3,||,18585,"Census (pub.), vol. response (prv.)"
Exemption,Any Exemption,States,Georgia,2025-26,5.1,118864,100,�,6087,Census
Exemption,Any Exemption,States,Iowa,2025-26,4.9,37490,100,�,1838,Census
Exemption,Any Exemption,States,Tennessee,2025-26,4.8,73415,97.4,�,3510,Census
Exemption,Any Exemption,States,Massachusetts,2025-26,1.8,65331,100,�,1170,Census
Exemption,Any Exemption,States,Mississippi,2025-26,2,34969,100,�,700,Census
Exemption,Any Exemption,States,New Mexico,2025-26,2.2,19843,100,�,428,Census
Exemption,Any Exemption,States,Rhode Island,2025-26,2.2,10123,97.1,�,221,Census
Exemption,Any Exemption,States,Delaware,2025-26,2.2,10729,12.9,�,233,"2-stage cluster sample (pub.), nonrandom 2-stage cluster sample (prv.)"
Exemption,Any Exemption,States,Maryland,2025-26,2.5,66945,97.8,�,1660,"Census (pub.), vol. response (prv.)"
Exemption,Any Exemption,States,Kentucky,2025-26,2.6,49937,100,�,1322,Census
Exemption,Any Exemption,States,TX-City of Houston,2025-26,2.9,36071,94.6,||,1060,"Census (pub.), vol. response (prv.)"
Exemption,Any Exemption,States,Alabama,2025-26,3,53378,100,�,1626,Census
Exemption,Any Exemption,States,Virginia,2025-26,3,88950,95.7,�,2667,Census
Exemption,Any Exemption,States,District of Columbia,2025-26,3.4,7871,100,�,264,Census
Exemption,Any Exemption,States,Illinois,2025-26,3.5,128598,99.8,>=. �. �,4559,Census
Exemption,Any Exemption,States,South Dakota,2023-24,5.7,11744,99.8,†,664,Census
Exemption,Any Exemption,States,Wyoming,2023-24,5.6,6754,100,†,378,Census
Exemption,Any Exemption,States,Michigan,2023-24,5.6,110156,100,NULL,6138,Census
Exemption,Any Exemption,States,Minnesota,2023-24,5.4,66032,99.1,>=. §. ||,3567,Census
MMR (PAC),MMR (PAC),States,Texas,2024-25,96,378860,97.3,NULL,NULL,"Census (pub.), vol. response (prv.)"
MMR (PAC),MMR (PAC),States,New Hampshire,2024-25,95.9,11713,100,NULL,NULL,Census
MMR (PAC),MMR (PAC),States,Ohio,2024-25,95.8,131589,93.2,NULL,NULL,"Census (pub.), vol. response (prv.)"
MMR (PAC),MMR (PAC),States,Colorado,2024-25,95.8,60055,100,NULL,NULL,Census
MMR (PAC),MMR (PAC),States,South Carolina,2024-25,95.4,57718,34.3,NULL,NULL,Stratified 1-stage cluster sample
MMR (PAC),MMR (PAC),States,New Jersey,2024-25,95.3,104339,100,NULL,NULL,Census
MMR (PAC),MMR (PAC),States,Georgia,2024-25,95.2,114568,100,NULL,NULL,Census
MMR (PAC),MMR (PAC),States,Florida,2024-25,94.9,221053,100,NULL,NULL,Census
MMR (PAC),MMR (PAC),States,Missouri,2024-25,94.8,68163,100,NULL,NULL,Census
MMR (PAC),MMR (PAC),States,Oklahoma,2024-25,94.6,47544,86.7,NULL,NULL,Vol. response
Exemption,Non-Medical Exemption,States,Rhode Island,2017-18,1,11025,NULL,†,110,Census
Exemption,Non-Medical Exemption,States,New York,2017-18,1,226456,NULL,†,2199,Census
Exemption,Non-Medical Exemption,States,Louisiana,2017-18,1,58277,NULL,NULL,601,Census
MMR (PAC),MMR (PAC),States,Maine,2025-26,99.5,11634,94.4,NULL,NULL,Census
MMR (PAC),MMR (PAC),States,Delaware,2025-26,97.8,10729,12.9,NULL,NULL,"2-stage cluster sample (pub.), nonrandom 2-stage cluster sample (prv.)"
MMR (PAC),MMR (PAC),States,Maryland,2025-26,97.5,66945,97.8,NULL,NULL,"Census (pub.), vol. response (prv.)"
